label	text_a
办公	齐心A4长押夹1
休闲食品	卫龙魔芋爽香辣味50g*1袋
粮油速食	鸡肉卷
个护	150ML美加净翠竹密集保湿爽肤水
酒饮冲调	星巴克进口原装咖啡豆4袋装共800g内含浓缩烘焙200g*2+Pikeplace200g*2
乳品	240G琴牌新希望塑瓶初心减蔗糖50%风味发酵
个护	花王乐而雅天然棉透气护垫14cm50片
粮油速食	黎记车仔面港式风味手工竹升面条非油炸车仔捞面1100g
酒饮冲调	T100G乐畅研磨白胡椒
鞋靴箱包	茗轩阁挎包8110
休闲食品	壹格柠檬葡萄沙琪玛350g
清洁	600ML雷达杀蟑气雾剂612012
办公	F得力高4166折纸
蔬菜	贝贝南瓜300g起
休闲食品	雀巢脆脆鲨休闲零食鲨刻能坚果威化饼干榛果味200g办公室下午茶点心零食分享装200g
清洁	45ML枪手电热蚊香液A型小螳螂无味型
水果	口粮果山东烟台栖霞红富士苹果5斤装果径70-80mm新鲜当季生鲜水果
个护	400ml潘婷强韧养根润发洗发露
玩具	1701积木
个护	500ML蜂花本草精华洗发露润泽丝滑
个护	花王KAO美舒律蒸汽眼罩/热敷贴12片装洋甘菊香型推荐长时间用眼使用护眼眼部按摩日本进口
美妆	敷尔佳医用透明质酸钠修复贴玻尿酸1盒装5片/盒面部修复贴医美术后
酒饮冲调	酷乐仕维他命获得醒元素500ml
粮油速食	农心 川湘麻辣年糕拉面锅184.5g*1袋
家居	顺祥60头精品骨质瓷套件仲夏之夜
肉禽蛋	汀盛黑猪小排
乳品	三元脱脂鲜牛奶1.8L/桶
清洁	3KG+200G奇强强效洗衣粉
肉禽蛋	昊明农家草鸡蛋12枚装
乳品	138G卡士双倍蛋白风味发酵乳元气奇亚籽
母婴	棉德生活Cottontree75%食用酒精抑菌消毒湿巾17*18cm10片/包单片独立包装*6包
个护	100ML欧莱雅男士水能润泽焕亮洁面膏
家居	8045英派杯刷
酒饮冲调	优布劳海盐荔枝比利时风格精酿啤酒330ml
蔬菜	登仙桥免切小竹笋500g竹笋丝半加工蔬菜生制品去壳笋尖清水嫩笋蔬菜火锅食材江西特产下饭菜云鼎轩
餐饮	猪肚
个护	欧舒丹玫瑰之心洗护发套装洗发露240ml+护发素240ml玫瑰香氛洁柔顺发丝礼盒装
酒饮冲调	T350ML*12可口可乐纯悦水
休闲食品	138G蜡笔小新纯滋芝士酸奶布丁原味
家居	B3晨光真空杯
母婴	gb好孩子婴儿护理湿巾儿童湿纸巾手口湿巾20片X10包
粮油速食	馔食米黑土地东北大米吉林大米兰町生态稻4kg
粮油速食	恒顺恒顺陈醋1.75L
休闲食品	散咪咪虾条
个护	多芬日常损伤理护去屑洗发乳400ml
个护	狮王无糖防蛀儿童牙膏草莓味温和洁净可吞咽40gx3
宠物	ROYALCANIN皇家猫粮K36幼猫猫粮全价粮4-12月龄4.5kg
清洁	XCY040心相印湿厕纸系列40片装湿巾
粮油速食	展艺红心咸蛋黄200g真空装20粒新鲜腌制月饼馅料鸭蛋黄蛋黄酥粽子原料
休闲食品	350G蜡笔小新鲜果派对蜜桃味
家居	京造水洗棉柔被冬被150*200cm1.4kg
休闲食品	波力海苔休闲零食即食紫菜原味24.7g
餐饮	双汇弗吉尼亚风味香肠50g*5
母婴	200G英氏经典原味婴幼儿粒粒面
服饰内衣	汤尼杰郎休闲装9092
休闲食品	1KG秋香素月美礼箱
乳品	150G*4三元甜橙凤梨燕麦风味发酵乳低温
家居	南峰多功能爱心皂盒5048
粮油速食	舒可曼 中筋小麦粉500g*1袋
酒饮冲调	欢乐家生榨芒果汁960ml
休闲食品	乐吧休闲零食薯片分享装混合口味800g50g*16包
个护	b2v500ML绿藻香能奇焕垂顺洗发乳
办公	米奇0303-2看书架
酒饮冲调	凯琦CAILLEACH12年苏格兰单一麦芽威士忌700ml
酒饮冲调	百事可乐无糖sleekcan330ml*12生肖虎罐整箱装
酒饮冲调	立顿Lipton奶茶经典港式鸳鸯奶茶20包350g
办公	蓝克记号笔LK-200
个护	飘柔香氛洗发水海滩曼舞300ml清新海洋调滋润去屑
休闲食品	甜甜乐星球杯百乐杯零食小吃25g*6大杯巧克力酱+饼干条
休闲食品	棒棒娃休闲牛肉干肉脯香辣味特惠量贩装80g*3袋
个护	舒肤佳沐浴露金银花/菊花自然爽洁1000ml新老包装随机
3C数码	Apple苹果原装充电器20WUSB-C手机充电器插头充电头适配器
蔬菜	笑盈盈螺旋藻凉粉
休闲食品	乐事清爽酸奶味薯片145g
健康	九芝堂高烧应急贴小儿医用儿童退热贴3贴装
乳品	340G活润新希望低脂牛油果青柠猕猴桃风味酸
蔬菜	精包装切片冬瓜
家居	超力企鹅刀架
家居	全适北欧铁艺水果篮简约镂空水果收纳篮创意客厅果盘家用茶几果盆水果盘零食盘
家居	KH-8041禧天龙抗菌调味盒
酒饮冲调	拉菲巴斯克珍藏干红葡萄酒750ml
家居	知峰内衣5136
个护	百雀羚气韵舒敏修护乳液100ml
粮油速食	大龙燚菜多多自热方便小火锅350g
粮油速食	1.8L*2胡姬花特香花生油
酒饮冲调	卡斯特Kasteel巧克力味四料啤酒 330mlx6听 组合装 比利时进口
酒饮冲调	等蜂来蜂巢蜜400g盒装内赠叉子30天完全自然成熟封盖蜂箱直取
3C数码	华为FreeBudsPro蓝牙耳机无线充版陶瓷白
家居	SM-6727尚泰乐饮随身水瓶
家居	JoyFlower永生玫瑰花玻璃罩礼盒表白圣诞节生日礼物结婚送女生朋友
肉禽蛋	熊氏牧场 猪肋排1000g*1袋
办公	广博WJ6418商务名片册 600袋
鞋靴箱包	SY-338世易女室内棉拖
家居	QM-9297清清美萌动方形纸巾盒
粮油速食	合口味黑米馒头650g*1袋
家居	仁义4815筷子
餐饮	大嘴特价8
家居	聚丁福男士手套607
清洁	finish洗碗机专用机体清洁剂250ml
家电	飞利浦电动牙刷成人声波震动钻石系列粉钻HX9362/67
个护	佳洁士3D炫白双效牙膏7折装180g
休闲食品	雪原牛初乳奶贝奶片奶酪内蒙古自营458g
粮油速食	吉得利调味品组合辣椒粉孜然粉100g*2
酒饮冲调	400G怡神绵白糖
家居	公牛电线组件1.5米.
办公	66829得力笔袋蓝色
休闲食品	60G啃馋你风干鸭脖麻辣
个护	韩束聚时光白莹亮皙白礼盒
个护	青蛙双效优+系列987牙刷
休闲食品	沈大成冷冻鲜肉月饼300g6只装生胚酥皮月饼
水果	密瓜2枚装6-7斤生鲜新鲜水果
家居	CEO-6961希艺欧分装瓶
清洁	1KG蓝月亮柔多用途除菌液
个护	李施德林漱口水多效全护含酒精清新清洁500ml*3瓶装
休闲食品	蛋黄酥300g/盒
酒饮冲调	750ML长城特选级解百纳干红葡萄酒盒
母婴	子初肥皂婴儿洗衣皂儿童天然植萃柠檬零刺激150g*10包
家居	KC42FQ10苏泊尔轻量保温杯
粮油速食	盛宝孟乍隆苏吝府茉莉香米5kg
家居	CEO-6837希艺欧胶卷纸架
美妆	百雀羚男士护肤套装水能保湿卓效润肤3件套洗面奶100g+爽肤水100ml+保湿乳液100ml
餐饮	周记鸭脖
清洁	ABC飞迷你丝薄棉柔卫生巾10片+10片
母婴	贝亲婴儿洗发沐浴露洗发沐浴二合一泡沫型500ml
蔬菜	家美舒达山东特产胶州大白菜约4kg烧烤食材产地直供新鲜蔬菜地标产品健康轻食蔬菜礼盒
粮油速食	武汉蔡林记 卤牛肉味热干面255g*1盒
粮油速食	500G周世家精选荞麦米
玩具	P1540A-1停车场
个护	蜂花沉香液体香皂500g沐浴露洗澡保湿沐浴乳液留香
家居	竹一百毛巾家纺竹纤维舒适吸水大毛巾加厚家用款成人洗脸巾面巾擦手巾水纹款两条装灰/白100克/条
家居	QWA780W-3M拳王10A总开关三三
办公	百利文BL3886高级皮面时尚卡片包
酒饮冲调	哈尔滨经典小麦王啤酒550ml*20听整箱装
玩具	KA-A01A卡
休闲食品	好丽友 抹茶味派6枚装216g*1盒
家居	MBRVM妙洁点断式中号背心型保鲜袋
休闲食品	添乐卡通王多嘴鱼烧烤味30g
酒饮冲调	500G娃哈哈水蜜桃汁奶茶饮料
休闲食品	M&M's花生牛奶巧克力豆100g
酒饮冲调	赠品200G味聚特通用陈列盒
粮油速食	金龙鱼玉米油2.5L
粮油速食	银祥三豆鲜腐竹120g*1袋黄豆+黑豆+青豆
酒饮冲调	五粮液股份五粮醇金装50度 500ml*1瓶
健康食品	旺仔牛奶礼盒245ml*15
酒饮冲调	330ML11度醇厚啤酒听
家电	FT-35-DT1601永生台扇
休闲食品	福娃鲜贝338g
个护	欧莱雅男士火山岩控油清痘洁面膏100ml
休闲食品	朗琨牛肉干风干牛肉内蒙古特产零食辣味250g
清洁	易先生 竹纤维清洁布1片*1包
母婴	100ML小浣熊儿童幼嫩保湿乳
粮油速食	粮全其美手抓饼葱香味24片烘焙食材早餐速食煎饼烤肠香肠火腿伴侣
玩具	Y-SJC水机套装
母婴	268G贝因美胡萝卜营养米糊
清洁	ARS安速灭蟑杀小强蟑螂屋杀蟑螂饵剂12个/盒
家居	HC074699美丽雅甘蔗竹浆圆盘中号
个护	500ML尔木萄卸妆水
酒饮冲调	元气森林红香酥梨味苏打气泡水 480ml*3瓶
休闲食品	200G青食不加蔗糖钙奶饼干
粮油速食	巧克力乳膏
鞋靴箱包	T世易SY-012男式拖鞋
清洁	苏菲10片弹力贴身日用棉
蔬菜	鸿运当头2
家居	贺川屋礼盒装餐具套装日式家用22头陶瓷碗碟套装釉下彩面碗陶瓷盘子套装荼锦
母婴	60GNVR贝贝上扬益生菌儿童牙膏西瓜奶昔6-
粮油速食	60G10G*6深水湾鲜虾味深海鱼棒
家居	裕行郁金香6英寸奥碗
服饰内衣	卡布朗茄克080
家居	V0409花漫多多色皮筋
个护	曼秀雷敦 水份润手霜 50g*1支
休闲食品	4081450190G奥利奥巧轻脆清新草莓酸奶味
个护	700G清扬植觉净透保湿去屑洗发露
乳品	法国进口德亚脱脂高钙有机纯牛奶200ml*10盒礼盒装中秋送礼全程有机可溯源
美妆	HR赫莲娜活颜修复舒缓晚霜50ml礼盒黑绷带面霜晚霜
酒饮冲调	300G永和经典原味豆浆粉
酒饮冲调	维他柠檬茶250ml*16盒
个护	500ML无忧然水润去屑洗发乳
母婴	合生元贝塔星较大婴儿配方奶粉2段2罐装400g+900g
酒饮冲调	500ML健力宝微泡水白桃樱桃味饮料
家电	AR-Y3065爱仕达电饭煲
个护	300G阿道夫植萃精华护发乳液
家居	S903-2紫丁香丁香乐琪办公壶
家居	美之莺女式羽绒裤CYK2017
家居	晟旎尚品皮革多功能纸巾盒抽纸盒遥控器收纳盒编织款梯四格
蔬菜	鲜菌菇什锦套餐C400g
休闲食品	旺仔小馒头原味130g
宠物	疯狂小狗长杆弹力羽毛逗猫棒耐咬羽毛逗猫玩具套装猫咪用品含替换头3只
蔬菜	红圆葱
个护	妇炎洁安心裤2片超薄夜用安睡裤型卫生巾M-L码经期少女裤
家居	香籁美体8618
粮油速食	禾煜甄选贡果枸杞160g特优级枸杞红枸杞枸杞子煲汤熬粥
肉禽蛋	享安心猪腿肉400g*1盒
办公	智高2011直尺
粮油速食	500G金锣无淀粉火腿果木熏烤骨汤味
礼品	35公分边框8110
休闲食品	薇娅推荐阿婆家的手工小麻花礼盒装多口味独立包装500g
办公	广博WJK9221 资料架三格
休闲食品	绿盛酱鸭舌10g+送2g
个护	曼秀雷敦男士活碳深层洁面乳100g
粮油速食	三丰可味小青瓜200g*1袋
办公	亚太胶装本GC1606A004N
家居	ZP-5709中平高级皂盒
家居	味老大WCB-8614竹制擀面杖
水产	嵿鲜 黑千层牛毛肚150g*1盒
清洁	加品惠懒人抹布100片不沾油厨房清洁布2卷装
休闲食品	好吃点甄好曲奇黄油味饼干208g
办公	2174得力地球仪
粮油速食	金锣猪梅花肉500g猪梅肉猪梅条肉猪肉脯猪肉干
粮油速食	金字金华火腿切片贴体家庭装浙江特产煲汤火腿肉288g/块
肉禽蛋	科尔沁 内蒙古原切筋头巴脑 国产 500g 谷饲牛肉
个护	220G三七品健专研牙膏清新薄荷
清洁	美丽雅手套洗碗大号3双装丁腈手套耐用胶皮手套家务清洁防水手套
办公	李宁709-4竹节跳绳
家居	健将盒裤89J22
休闲食品	圣大农场话梅味西瓜子158g*1袋
休闲食品	八享时海苔夹心芝麻脆片45g番茄味坚果饼干代餐休闲零食大礼包儿童食品
家居	嘉顺 11#瓷煲
家居	小林制药内裤洗液日本进口女性内衣清洗剂120ml
肉禽蛋	边塞风盐池滩羊羊杂200g*1袋
家居	铁洛尼袜5698
粮油速食	139G白象多半桶香辣牛肉面
休闲食品	比利时进口吉利莲松露代可可脂巧克力喜糖果礼盒装180g
酒饮冲调	汉口二厂组合口味果汁汽水275ml*6瓶玻璃瓶混合口味整箱装
玩具	1802弓箭
酒饮冲调	115G参花养生茶
粮油速食	双塔 龙口粉丝80g*1袋
酒饮冲调	CJ蓝莓果醋饮品900ml
个护	120G云南三七怕敏感牙膏臻品留兰
粮油速食	杨过一口生煎230g/袋10只鲜肉生煎包苏州名点速食早餐早点速冻半成品
休闲食品	冠生园洋槐蜜580g
休闲食品	108G伟龙什锦蔬菜味薯片
酒饮冲调	740G海天0金标蚝油
水果	佳果源100%NFC椰子水1L/盒
酒饮冲调	530ML娃哈哈C蜜桃果汁碳酸饮料
休闲食品	康师傅妙芙饼干蛋糕点心营养阳光早餐蛋糕192g
休闲食品	现烤单只月饼3
清洁	老管家洁厕液800ml*4马桶清洁剂强力去污除垢祛味
家居	华冉30不锈钢多用盆
粮油速食	五芳斋杯装八宝粥300g*1杯
酒饮冲调	400ML福临门压榨芝麻香油
粮油速食	T360G三全私厨超级鲅鱼饺
礼品	灯笼80公分 植绒发泡财神60270
家居	顺祥缤纷8英寸维雅饭盘
粮油速食	清净园宗家府香脆榨菜芯40g*1袋
酒饮冲调	纯果乐果缤纷法兰西美味450ml
个护	550ML纳爱斯沐浴露硫磺
办公	C青壹坊02731笔袋
家居	希乐清阳水瓶-3501
个护	115G*3舒肤佳混合三块皂香皂纯白2
玩具	8731护大腿
母婴	80G英氏胡萝卜海苔牛肉酥
母婴	266-1儿童摇摆车8110
玩具	大富翁6206
休闲食品	102G法丽兹香草味夹心蛋卷
玩具	967工程变形
酒饮冲调	维他命水-蓝莓树莓味500ml
家居	浪莎袜子78181
家居	美国利比15242直布罗陀加冰烈酒杯266ML
水果	黄皮甜瓜
休闲食品	诺梵一封情书可可脂纯黑巧克力礼盒圣诞糖果160g
个护	高洁丝Kotex隐形派轻薄透气280mm12片夜用卫生巾
酒饮冲调	T60G阿一波深海纯紫菜
休闲食品	徐福记小叭叭多口味水果棒棒糖240g约20支
个护	资生堂丝倍绮奢耀修护套装送沁养精华喷雾
清洁	DN72303倍舒特超薄甜睡裤裤型卫生巾
粮油速食	湾仔码头金黄玉米猪肉黑缎甄选雪花金丝煎饺256g8只*1袋
休闲食品	天海麻虾酱230g*4
办公	广博25K100P记事本GBP0607
家居	含山宫廷玫瑰4.5寸护边碗
个护	沙宣炫亮彩护洗发露750ml
餐饮	韭菜蛋皮
粮油速食	国精柬玺柬埔寨香米进口原粮大米长粒香米10kg
蔬菜	皱皮青椒300g*1袋
母婴	强生Johnson儿童无泪配方清凉沐浴露300ml
家居	石袖内衣
粮油速食	东古鱼生寿司酱油200ml*1瓶
肉禽蛋	泰森国产冷冻鸡琵琶腿220g*1袋
酒饮冲调	福瑞德芒果粉速溶固体饮料果珍特浓果汁粉1000g/袋
家居	天喜砧板菜板双面加厚切菜板大号435*315*12mm
美妆	洁柔面子抽取式棉柔巾洗脸巾70抽
清洁	无染wuro保湿纸巾婴儿抽纸3层120抽12包超柔软竹纤维本色竹浆纸餐巾纸面巾纸抽整箱
鞋靴箱包	金悦瀚皮鞋
酒饮冲调	娃哈哈花生牛奶1.5L
粮油速食	FUNCOOKING 冷榨椰子油500ml*1瓶
3C数码	晨光紫晨光A4-70g双面打印纸复印纸500张/包*8包/箱整箱4000张APYVJG36
粮油速食	呷哺呷哺火锅底料印式咖喱火锅底料炖菜调料180g
水产	家庭装5斤鲜活生蚝80-110g/只5斤*1箱
服饰内衣	锦衣秀46款上衣
鞋靴箱包	C2106踏佳路女式凉拖
粮油速食	榆园酸菜丝300g*1袋
粮油速食	喜德旺 金银花25g*1罐
酒饮冲调	兆丰和郫县豆瓣500g
休闲食品	T126G金斯泊马卡龙芝士味蛋糕
家居	ST-8014尚泰弹跳保温杯
酒饮冲调	WonderLab小胖瓶奶茶口味代餐奶昔早餐即食粉营养饱腹代餐粉75g*30瓶
办公	晨光6205冰雪节限定中性笔
个护	同仁堂足道艾草泡脚包艾灸艾叶草本足浴粉包8g*30袋/盒
休闲食品	印尼进口多力多滋Doritos美式烧烤薄脆玉米片150g
服饰内衣	诺瑟菲上衣1507
家居	普利诗盒裤7819
家居	佳驰擀面板砧GMB664366*42*1.5cm
家居	馨金炜绵羊绒女式套服
家居	裕行新中式陶瓷餐具套装碗碟套装碗筷盘子碗套装釉中彩微波炉适用渔歌唱晚56头
家居	拜格BAYCO 陶瓷刀6英寸BD8043
办公	广博A2014文件夹双青花
休闲食品	70G法丽兹抹茶慕斯巧克力味曲奇
清洁	508G雕牌速溶快洁无磷粉新
酒饮冲调	800G完达山益生元中老年奶粉
清洁	雕牌洗洁精2KG
酒饮冲调	250g品得富红茶
服饰内衣	瓜籽儿糖小童无骨花背心
粮油速食	侏儒山芝麻香油小磨香油一级芝麻油370ml
肉禽蛋	光明黄油母鸡1.05kg*1袋
蔬菜	聚怀斋新鲜红萝卜2.5kg水果胡萝卜脆甜生萝卜水洗新鲜萝卜新鲜蔬菜
办公	礼盒DM0010-2
家居	T洁玉JY-1718B定织清白水色浴巾
酒饮冲调	古越龙山绍兴加饭酒600ml
办公	智高橡皮泥ZG-9211
家居	杜比骑士盒裤10532
服饰内衣	瑶雪狐705款仿貂绒外套
餐饮	饼卷火腿
家电	苏泊尔SUPOR全自动5L大容量家用揉面厨师机发酵醒面多功能和面机樱花粉SHM01
粮油速食	西贝贾国龙功夫菜 扬州清炖狮子头820g/盒
家居	晟旎尚品衣架塑料衣架加厚宽肩晾衣架无痕防滑混色3只装
粮油速食	七号花园北海道白吐司110g
家居	茶花浴室多用牙刷架
粮油速食	峰仔红糖发糕400g龙游发糕红枣糕点营养早餐速冻面点速食面食加热即食早点心华田禾邦
家居	汉邦沾塑柄活动扳手53210
清洁	斑布BASE系列四层手帕纸10+2包
粮油速食	味美发龙口粉丝800g粉丝粉条凉拌火锅酸辣粉
玩具	菲贝儿保龄球实心特大号几何球类套装仿真室内静音幼儿园户外运动男孩女孩生日礼物
粮油速食	乐肴居奈雪芙大福芒果冰淇淋味麻薯35g*1袋
清洁	花王KAO精致洗洗衣液清新草叶香500ML丝毛净
服饰内衣	元惠90-130小猴羽绒服
休闲食品	60G可比克香辣味薯片
粮油速食	湘村黑猪供港黑猪肋排500g精肋排黑猪排骨猪肋骨猪肋条猪骨高汤糖醋排骨国产黑猪肉
个护	妮维雅男士活力劲肤露50g
家居	WH-3629开普特挤花袋
服饰内衣	金牌鹿5810/5819男士长袖T恤
家居	华兴 挂篮L-0551
粮油速食	王后硬红全麦粉1kg家用面粉烘焙原材料小麦粉
个护	300G标榜臻养深层修护发膜
休闲食品	格力高百醇榛仁巧克力味48g
酒饮冲调	贵州茅台集团 贵州酱酒七窖53度柔和酱香型白酒 飞天仕女图礼盒酒水 500mL*1瓶
运动	红双喜PU胶粘蓝球S-FB7238
酒饮冲调	太古taikoo绿茶袋泡茶叶盒装100包*2克
玩具	拉拉布书尾巴书宝宝布书婴儿玩具0-1岁婴幼儿早教儿童男孩女孩玩具撕不烂可咬有趣的尾巴书礼品
粮油速食	安琪馒头改良剂包子花卷膨松剂酵母伴侣300g
玩具	斯纳恩大颗粒积木拼装套装小孩儿童玩具男孩女孩早教玩具拼插滑道抖音3-6岁160颗粒+2底板
休闲食品	臻味坚果干果礼盒每日坚果休闲零食炒货大礼包环球祝福1500g
家居	苏泊尔SUPOR易洁不粘炒锅煎锅28cm电磁炉通用炒菜锅牛排锅烹饪锅具EJ28ZP06
休闲食品	祖名香逗卷麻辣味豆腐卷100g*1袋
休闲食品	279G格罗娜小丑黄油饼干
办公	伙伴-100K100搭扣胶套本/樱花兔
酒饮冲调	云南普洱茶1
乳品	妙可蓝多酪鲜生手撕高钙芝士棒80g天然奶酪烘培原料零食佐餐
酒饮冲调	白山小矿 饮用天然山泉水650ml*12瓶
清洁	庆缘抽取式面巾纸408张*6
办公	英雄活力派铱金笔1支组合装396B
休闲食品	品客Pringles薯片浓香奶酪味110g
休闲食品	鲜引力即食柠檬片65g*1袋
酒饮冲调	农夫山泉茶π茶饮料柚子绿茶500ml*15瓶
酒饮冲调	T25G喜之郎优乐美伯爵奶茶
粮油速食	龙大肉食黑猪棒骨1kg蓬莱黑猪肉生鲜免切带骨髓猪筒子骨猪筒骨猪腿骨猪大骨猪骨高汤
办公	百利文高级卡片包BL3887
粮油速食	蒙都原味羊杂500g/袋国产加热即食
粮油速食	蓬盛橄榄菜180g*1瓶
乳品	蒙牛 铂金多维高钙中老年奶粉 成人奶粉 400g
粮油速食	壹粒谷仓 黑森可可蛋糕65g*1盒
酒饮冲调	WonderLab嚼嚼代餐奶昔小胖瓶代餐粉饱腹食品6瓶装75g/瓶
休闲食品	新边界蜜饯果干新疆特产什锦五色葡萄干500g10袋
酒饮冲调	元气森林山楂苏打气泡水480ml*3瓶
粮油速食	今磨房甜豆浆 360g
家居	邵铁匠印花光铬刀
服饰内衣	豹皇V188男士长袖T恤
休闲食品	散盐津铺子点心沙琪玛系列
家居	ST20A3苏泊尔不锈钢多功能汤锅
鲜花绿植	白色玫瑰3枝*1份
家居	炫布女式九分百褶裤
家居	展艺烘焙工具硅胶垫擀面杖刮板家用基础工具组合大号加厚硅胶揉面垫雪花酥牛轧糖和面板擀面垫板案板
宠物	奥丁ODIN猫粮鱼肉味幼猫成猫通用低盐猫食品猫粮10kg
家居	红珂男士AB面背心
餐饮	菜坛子休闲油炒萝卜70g
蔬菜	青菜
美妆	迪奥Dior口红化妆品套装缎光/滋润999经典正红+护肤3ml+香水1ml小样随机唇膏礼物
家居	10ML喜碧费朗白酒杯
个护	美即红酒亮肤焕颜面膜
酒饮冲调	500ML45度西凤白酒
肉禽蛋	全福元鸭脖
清洁	TQDAG818七度空间掌心密码无香护垫
办公	上汇1049安全别针
家居	5磅瓶胆
3C数码	AppleiPhone12A240464GB紫色支持移动联通电信5G双卡双待手机
酒饮冲调	T50ML禄荣辣椒油
酒饮冲调	依云天然矿泉水330ml
蔬菜	冻青豆粒250g
粮油速食	骆驼唛特香花生油5L物理压榨香港品牌一级食用花生油
家居	青苹果玻璃果盘果斗EQ2001-228cm
餐饮	谷淦黑米粥
清洁	榄菊无香型电热蚊香液1瓶50晚驱蚊液电蚊香电蚊液
个护	云南白药牙膏留兰香型100g
家电	小熊Bear酸奶机1L陶瓷内胆家用全自动深蓝色米酒机酸奶发酵菌微电脑SNJ-C10A3
粮油速食	赤豪静腌手工眼肉牛排150g*1袋
个护	750MI有情防脱育发洗发露
家居	03381K36CM茶花时尚通用盆
玩具	18204积木
休闲食品	T180G金鸽多味南瓜子
家居	牧野炭歌户外烧烤穿肉串器穿羊肉串机居家穿串神器送烧烤竹签子
休闲食品	树上粮仓新疆若羌灰枣整箱五斤装2500g
家居	003002茶花乐开玻璃储物罐750
粮油速食	牛奶吐司
水果	血橙.
个护	50G兰卓丽初夏悸动香氛护手霜
酒饮冲调	西麦燕麦片营养代餐麦片早餐冲饮谷物即食拿铁牛奶燕麦片吾皇万睡588gIP联名款
乳品	夏进纯牛奶500ml*12瓶礼盒装
粮油速食	特瑞肯盱眙十三香麻辣小龙虾料250g/袋龙虾帮龙虾尾
家居	ZYT-172卓艺庭彩条沐浴包
健康食品	正典燕窝进口溯源燕窝干盏原盏50g马来西亚印尼原料孕妇老人滋补品燕盏50克礼盒非鲜炖即食燕窝
鞋靴箱包	7230福厚祥女式网布鞋
休闲食品	来伊份联名吉祥卧虎年货节礼盒零食礼盒坚果零食大礼包囤货休闲节日礼2004g/盒
家居	龙士达 爱宠小长方凳*1个
家电	JJ3424D30苏泊尔煎烤机
休闲食品	迪士尼碗仔糖果三合一7g*3
清洁	超能植翠低泡洗衣液柔顺舒适3.5kg
酒饮冲调	三得利维体海盐清柚味营养素饮料500ml*2瓶
酒饮冲调	百事可乐汽水2.5L
汽车用品	壳牌喜力HX5 10W-40 4L
家电	小熊Bear榨汁机迷你便携式双杯多功能家用婴儿辅食料理机果汁机搅拌机LLJ-D04A1
家居	亨硕5碗
水产	紫菜
粮油速食	鲜美来国产冷冻新鲜虾滑150g虾肉含量≥95%火锅丸子火锅食材海鲜水产
酒饮冲调	爱佳诺莫斯卡托起泡酒750ml
休闲食品	60G恋上鸭藤椒脱骨鸭掌
办公	广博PJ5227筒装黑色长尾票夹
酒饮冲调	立顿Lipton奶茶英式金装奶茶20包380g
酒饮冲调	椰树牌椰汁饮料330ml*24盒整箱装利乐钻椰子汁
家居	乐扣乐扣便携式果汁杯迷你充电料理机搅拌机白色300ML
酒饮冲调	德国原装进口斯坦根小麦啤酒500ml*4听 组合装
清洁	500G家安阳光净菌洗衣液赠品
休闲食品	200G麦吉士核桃小酥
服饰内衣	圣卡仑802/803/8201/8202男士外套
酒饮冲调	52度国窖1573浓香型白酒500ml*2盒
办公	禾木良品8013深蓝洞洞笔.
办公	迪士尼24129-24色水彩笔
酒饮冲调	唯怡viee花生奶 245ml*12罐 植物蛋白饮料整箱装 比豆奶香浓
酒饮冲调	美汁源果粒橙1.8L
清洁	安而康成人纸尿片M号10片+2片
粮油速食	庄野牧场国产原切肥牛肉卷肥牛片450g/袋谷饲火锅食材牛肉生鲜
办公	S得力70802-24色马克笔
休闲食品	徐福记好多芝士综合饼点混合口味礼罐装306g休闲零食早餐饼干糕点心下午茶送礼
家电	SA35超人剃须刀
个护	600ML资生堂水之密语惠润沐浴露-淡雅果味香
酒饮冲调	T1KG桂格即食燕麦片
家居	宜洁一 次性筷子家用野营快餐卫生筷子200双量贩装
母婴	贝亲Pigeon婴儿粉扑柔软亲肤KA10
家居	明可达台灯2051
酒饮冲调	德国进口红酒 雷司KM501雷司令半甜白葡萄酒自然型果酒 750ml 单支装
个护	380ML韩泥坊洋甘菊花瓣精油沐浴露
餐饮	五香猪腱子
粮油速食	散称多年生精制首乌片
家居	卡顿花束子3100雪花棉男式内裤
休闲食品	意大利百乐可BALOCCO巧克力威化可可夹心饼干250g
家居	美之莺儿童外穿羽绒裤K3101
休闲食品	316G倍利客童年米酥飘香芝麻味
休闲食品	金鸽西瓜子休闲小零食多味西瓜籽312g/袋
粮油速食	荷美尔Hormel一口香热狗肠140g/袋冷藏熟食早餐肠香肠火腿肠烧烤肠纯肉香肠2件起售
休闲食品	麦吉士蜜方鲜蛋糕面包糕点点心早餐零食1280g
休闲食品	80G溜溜梅无核罐装蜂蜜味青梅
健康食品	参之源即食燕窝冰糖礼盒装70g*15瓶
健康	杰士邦 3D大颗粒安全套避孕套3只*1盒
母婴	小皮LittleFreddie南瓜谷物粉米粉宝宝辅食婴儿米糊宝宝米粉欧洲原装进口160g*1盒
家居	知峰内衣5142
家居	庭好餐具派对火锅汤碗直径13.5cm户外烧烤野炊用品可降解纸碗350ML40只装TH7661
粮油速食	鲁花花生香型食用植物调和油5L
酒饮冲调	500ML52度沱牌百味酒坊酒-6N
乳品	250ML三元二代极致全脂高品质牛奶1
家居	鹿人袜子3018
酒饮冲调	剑南春剑南JNVIP精品口感浓香型52度白酒500ml单瓶装
家居	爱得利婴儿手套
家居	双枪筷1142小精灵竹工艺筷+勺子1双
个护	750ML澳雪茶麸去屑止痒洗发露
家居	澳林朗格7925
